2091.402167,20914.02167,,,2091.402167
91.31407795,913.1407795,,,91.31407795
99.1541718,991.541718,,,99.1541718
2259.720695,22597.20695,,,2259.720695
665.9997824,6659.997824,,,665.9997824
1215.38473,12153.8473,,,1215.38473
858.2605664,8582.605664,,,858.2605664
1264.946671,12649.46671,,,1264.946671
4325.598914,43255.98914,,,4325.598914
2135.769051,21357.69051,,,2135.769051
180.899408,1808.99408,,,180.899408
112.3637972,1123.637972,,,112.3637972
816.5145569,8165.145569,,,816.5145569
1039.555651,10395.55651,,,1039.555651
776.9969316,7769.969316,,,776.9969316
1072.190631,10721.90631,,,1072.190631
